year,region,quintil,porc_de_hogares_con_hacinamiento,porc_de_hogares_con_materialidad_aceptable,porc_de_hogares_con_saneamiento_aceptable,porc_de_hogares_con_energia_electricidad,porc_de_hogares_con_sistema_eliminacion_de_excretas,porc_de_hogares_con_agua_dentro_de_la_vivienda,porc_de_hogares_propietarios,porc_de_hogares_biparental,tasa_neta_de_educ_pre_escolar,tasa_neta_de_educ_basica,tasa_neta_de_educ_media,tasa_bruta_de_educ_pre_escolar,tasa_bruta_de_educ_basica,tasa_bruta_de_educ_media,prom_de_escolaridad,tasa_de_analfabetismo,porc_de_asistencia_a_establecimiento_municipal,porc_de_asistencia_a_establecimiento_educal,tasa_de_participacion,tasa_de_desocupacion,tasa_de_ocupacion,tasa_de_inactividad,porc_trabajadores_con_contrato_trabajo,porc_de_trabajadores_cotizando,porc_de_trabajadores_asalariados,porc_pob_de_0_a_4_agnos,porc_de_pob_menor_de_18_agnos,porc_pob_joven,porc_pob_adulto_mayor,prom_de_personas_por_hogar,porc_de_pob_en_sistema_publico_de_salud,porc_de_mujeres_que_se_han_realizado_el_pap,porc_de_menores_de_6_agnos_con_sobrepeso_u_obeso,porc_pob_con_telefono_movil,porc_hogares_con_internet,porc_hogares_con_computador,porc_pob_que_pertenece_a_etnia,porc_pob_accede_a_computador,porc_pob_accede_a_internet,porc_de_pob_con_discapacidad,prom_de_ingreso_autonomo_del_hogar,prom_ingreso_monetario_del_hogar,prom_de_ingreso_ocupacion_principal_de_los_ocupados
2009,V,IV,4.78,83.07,97.24,99.97,97.24,98.37,67.34,49.16,42.36,93.83,81.29,51.23,104.31,98.74,11.12,1.37,21.09,26.09,62.15,7.46,57.51,37.85,84.62,69.05577474,78.14888856,5.282346144,22.54567251,19.73904957,16.06516655,3.257346725,76.28968736,53.88020904,11.22919682,72.85763399,44.53466155,63.10193264,2.063728248,55.40573909,89.53275965,5.987268059,653650.7178,665258.5178,302864.4573
1990,V,V,3.42,86,92.03,98.84,94.51,94.04,63.42,55.45,20.13,93.96,78.51,25.52,102.84,115.66,11.9,1.13,18.17,23.91,54.04,3.56,52.12,45.96,89.2,,68.43856286,6.529929436,20.75417154,23.2511741,17.71123106,3.036857406,41.01430807,40.50977018,8.334006299,,,,,,,,333772.9358,334257.9324,170615.077
1992,V,V,2.14,71.87,95.7,99.44,95.7,97.06,61.91,61.76,33.5,96.15,64.91,38.85,108.89,104.92,11.8,1.35,19.67,24.54,57.33,1.66,56.38,42.67,92.24,66.56371253,59.32171068,5.0690981,23.14357904,18.94144787,16.82610129,3.135937715,38.78142019,54.9030735,5.545693389,,,,,,,,555868.0671,556535.033,291880.273
1994,V,V,1.65,88.34,98.11,99.88,98.27,98.8,67.85,55.57,55.68,93.02,82.26,65.76,100.74,101.52,12.18,0.51,8.66,27.76,57.93,2.7,56.36,42.07,86.84,77.75535079,70.27024373,5.702919536,23.41971164,17.37042145,18.26850156,3.037272017,36.2276917,56.17061493,4.064001947,,,,,,,,647303.9944,647927.3061,325221.0557
1996,V,V,0.61,92.33,98.3,99.85,98.3,98.9,72.49,61.99,40.61,94.9,88.24,50.29,100.69,111.88,12.69,0.78,14.58,26.62,57.2,2.27,55.9,42.8,85.19,68.92778993,60.90095893,4.774809871,22.55797016,19.78565016,18.95611376,3.096396916,36.46018554,62.34136418,4.847781448,,,,3.203517588,,,2.055952841,824880.8694,825579.2746,403534.7287
1998,V,V,1.18,92.95,98.87,99.99,98.87,99.35,66.97,60.31,42.61,91.81,79.3,55.05,100.9,127.8,12.99,0.6,12.88,28.06,62.69,2.25,61.28,37.31,89.36,71.37051364,63.54678582,5.719055549,22.56461998,20.53089887,13.54963147,3.173971757,29.81549542,72.45635727,8.607779875,,,,,,,,1147611.272,1148477.021,550026.6823
2000,V,V,1.86,91.66,97.75,99.85,97.75,98.56,67.02,58.47,45.92,94.46,77.63,54.56,104.6,103.56,12.5,0.46,9.93,25.28,57.04,3.89,54.82,42.96,82.17,65.79227627,64.01176134,4.645291695,20.47560185,17.68246772,22.49686945,2.975820463,38.34679262,53.41214244,8.144106555,31.47424546,28.41268689,48.46709343,0.523566917,64.91023906,68.35781691,3.752514274,1064027.915,1065248.016,515203.4238
2003,V,V,1.89,84.58,98.37,99.83,98.37,99.14,67.73,50.95,35.64,96.63,75.79,41.04,112.93,102.77,12.76,0.82,10.7,26.46,62.46,4.71,59.52,37.54,85.09,68.05608607,62.56547619,4.551030373,20.40381264,18.68645767,17.79641841,2.904839881,41.3082227,56.53493952,9.726205997,60.64672205,39.26864949,61.18120497,0.833803492,75.23386764,76.13780381,4.051685831,956299.2427,956941.4336,504239.0142
2006,V,V,1.68,88.98,98.48,99.92,98.48,99.24,71.54,52.71,51.39,93.41,82.77,60.02,102.93,114,12.94,0.4,8.05,29.05,67.66,2.69,65.85,32.34,85.77,69.41341165,65.65380526,5.204361296,21.45272283,20.02278956,16.6967052,2.959260361,51.88545286,50.29877346,5.623212096,77.38867733,52.16023805,70.90475567,2.139156647,67.7705195,93.59853438,5.387146644,1238489.251,1239714.126,558853.8378
2009,V,V,1.28,88.12,99.55,99.98,99.55,99.63,64.54,55.78,48.8,96.72,75.6,55.19,108.51,95.6,12.87,0.64,11.28,27.61,66.04,4.82,62.85,33.96,88.82,71.14349937,67.44809708,3.889933753,19.28194476,20.08161633,15.20007579,2.867036206,55.08146726,57.66652334,6.776997041,81.95000691,63.45893961,75.46340932,1.685418188,70.87039966,95.55518522,5.611740644,1547944.066,1553825.827,619382.7021
1990,VI,I,47.19,30.36,31.98,80.41,37.61,40.1,50.04,61.44,10.5,91.39,43.51,16.29,104.89,62.9,6.37,11.55,79.99,32.77,43.33,24.49,32.71,56.67,65.86,,86.16777018,14.42009266,49.00167609,18.99396481,4.513329042,4.829429688,90.38620172,41.082442,5.211477962,,,,,,,,27640.46441,29464.58105,24269.09764
1992,VI,I,44.42,28.65,43.44,88.58,44.91,53.98,50.15,66.99,10.6,91.38,50.23,17.55,100.76,74.02,7.12,10.41,81.52,29.77,43.18,11.43,38.25,56.82,82.05,57.54883058,91.24130238,15.50527257,46.41628765,19.90349363,4.967054288,4.554207189,88.06379434,64.42900795,4.763145892,,,,,,,,50213.79009,53818.60143,39999.67826
1994,VI,I,45.39,36.03,40.49,88.95,41.38,49.7,61.8,66.08,12.2,89.13,45.04,19.1,100.2,67.65,6.75,9.77,81.56,32,42.79,15.73,36.05,57.21,51.96,71.06658972,82.69381049,13.32580897,46.51180656,17.85047392,5.124447491,4.47196237,83.63600546,51.16628727,5.051124175,,,,,,,,55118.96818,59199.52682,50321.71583
1996,VI,I,31.68,31.77,44.69,92.59,44.69,52.93,58.26,60.22,18.81,93.35,47.71,24.82,109.29,56.7,6.78,13.51,81.18,31.74,39.17,12.89,34.12,60.83,56.8,58.58494273,91.50083087,13.02086931,45.13562228,15.40925334,8.117867976,4.200738689,85.79551501,66.77393285,13.96812205,,,,0.824916837,,,6.097814873,62029.51252,68482.6244,57877.0977
1998,VI,I,34.58,34.82,52.8,93.51,52.8,59.6,69.06,57.24,14.15,92.21,53.97,20.49,104.9,69.32,6.93,13.65,83.67,32.87,42.15,23.09,32.42,57.85,58.83,54.03962965,89.36707149,12.77577674,45.39517995,14.50467071,6.864622683,4.384822804,85.52489528,62.51751139,14.40015631,,,,,,,,76496.89944,87118.41469,72434.83446
2000,VI,I,35.69,34.36,55.74,97.36,55.74,68.79,65.99,60.9,22.19,89.05,54.78,34.15,102.08,74.28,7.41,8.46,77.91,34.29,46.26,19.54,37.22,53.74,53.54,49.018202,87.27628529,10.92038827,44.30451743,17.11193505,5.522973488,4.606886834,88.74793692,50.00824176,13.77915278,6.389542382,0.217770035,0.632679259,0.931597286,26.42682268,51.62926868,6.230056849,98251.93481,108027.8017,79579.31507
2003,VI,I,30.46,37.23,63.94,98.19,63.94,80.4,66.86,56.12,27.36,94.45,63.04,32.9,111.37,82.93,7.76,10.57,78.2,35.55,42.23,23.85,32.16,57.77,60.71,60.94112132,93.09323906,11.11057416,43.03709789,14.94815746,8.519789301,4.209031121,90.66226144,52.97991855,9.772931189,21.22437348,0.922522419,4.631205572,0.698923962,33.60623544,51.44112854,3.07412122,97200.29765,109377.522,94062.89443
2006,VI,I,20.26,46.62,74.12,99.1,74.12,86.4,68.49,51.9,27.86,90.06,67.55,39.34,103.9,84.24,7.74,10.33,76.17,33.36,40.81,14.76,34.79,59.19,63.79,60.29736789,88.07096627,8.648555893,39.00483693,14.1852833,12.00652074,4.057043403,93.10176813,49.1307275,14.38525932,39.74671159,2.183041993,8.544303797,1.40546514,27.82714396,74.70474033,6.969559976,128791.9804,147452.8237,109578.054
2009,VI,I,15.55,54.75,81.54,99.51,81.54,91.84,63.24,49.86,30.87,95.39,65.64,36.24,110.39,83.92,8.28,8.16,68.03,30.73,35.82,19.84,28.71,64.18,69.39,59.7298284,90.7028458,8.847208133,34.23355852,16.33409596,16.69292698,3.717110937,90.95722523,50.00999201,13.88317239,54.50652038,5.228453662,22.59871522,1.897568569,27.54062865,80.58942412,10.49582338,136539.0735,176780.406,153555.6834
1990,VI,II,35.58,34.93,42.64,87.61,50.5,49.83,54.15,61.48,13.12,93.17,50.86,19.39,104.79,75.44,7.15,7.85,68.89,27.13,48.06,8.15,44.14,51.94,76.24,,83.60442836,11.67833747,39.46521346,21.91170657,8.606279648,4.372885541,80.52594026,39.15006589,4.314571485,,,,,,,,54435.96719,55890.75204,34110.88326
1992,VI,II,31.96,35.98,49,92.93,50.35,61.58,55.68,58.34,10.81,88.92,41.19,19.21,100.67,60.96,7.08,11.35,73.09,24.27,49.15,4.53,46.93,50.85,87.11,61.74030327,88.83581275,12.04835965,37.07639136,23.92391204,8.686532906,4.374700638,84.19882574,56.88365252,4.302216937,,,,,,,,92903.455,95553.2931,53237.74903
1994,VI,II,27.49,42.35,48.84,92.97,49.62,60.1,60.03,61.67,16.29,89.65,56.46,24.11,98.76,71.83,7.31,7.82,77.46,25.87,50.22,12.69,43.85,49.78,53.89,71.97665782,82.39965516,12.28380155,38.93497998,21.72653074,8.875370648,4.341012235,79.6085664,46.95478836,4.567485419,,,,,,,,105421.9279,108372.387,67222.02465
1996,VI,II,29.41,37.15,52.11,94.36,52.11,63.47,67.53,60.37,15.28,90.71,51.71,25.36,106.2,67.55,7.23,9.68,76.46,29.16,48.09,8.47,44.02,51.91,69.54,66.63965211,83.91784771,10.44420508,38.60919554,18.33311868,8.254791537,4.501357085,73.09310994,61.80681786,14.97501913,,,,1.456471201,,,4.407992304,132801.0264,138284.4128,79375.47339
1998,VI,II,25.8,45.74,61,97.61,61,71.96,64.62,63.92,19.69,90.54,60.38,30.05,99.4,84.68,7.69,9.75,69.65,27.72,49.53,9.36,44.89,50.47,65.95,63.47623666,86.97301747,10.00781861,36.41667168,21.13129248,9.896553798,4.273633887,72.89829249,58.33252297,15.0006005,,,,,,,,155840.4605,162487.2802,95771.21589
2000,VI,II,24.34,48.06,68.19,97.67,68.19,82.35,71.13,56.19,19.82,92.72,60.46,26.56,105.49,84.03,7.85,8.21,71.35,27.72,50.01,9.66,45.18,49.99,67.34,63.61176126,85.83758687,9.655789523,35.36931158,19.42662576,10.22463162,4.260843731,81.07563164,49.25866057,12.20578841,9.104047205,0.524648177,2.745144433,0.493272159,24.73616178,47.96200386,7.30804049,181416.551,189288.8521,107870.7999
2003,VI,II,16.68,49.69,74.26,99.37,74.26,84.2,74.34,61.8,31.13,95.08,62.42,37.44,108.91,88.13,8.03,8.54,67.28,28.68,49.52,8.15,45.48,50.48,74.51,67.40870601,89.47309117,8.24279602,32.71237493,18.34791659,11.75709385,3.97115679,86.07556157,53.02337331,11.95296467,26.39836071,1.314372116,8.685726709,2.08421864,31.42517725,60.55202651,3.596240698,192635.8025,201671.5397,121896.7559
2006,VI,II,14.26,53.19,81.68,99.14,81.68,90.93,68.42,50.14,37.01,92.73,68.5,45.76,105.91,90.9,8.22,8.57,65.88,28.81,50.5,7.13,46.9,49.5,77.28,69.27667628,88.40852511,7.811584164,31.93744338,16.85351948,13.47098631,4.082889155,90.90432398,47.58797082,7.744620382,47.21850497,4.542235847,16.22745689,1.578914345,29.09833648,78.13592823,6.02837833,246679.772,258431.1769,135456.5091
2009,VI,II,10.09,61.64,84.39,99.36,84.39,93.05,64.4,46.38,28.41,94.33,56.56,32.59,114.09,71.68,8.64,8.3,60.17,27.08,50.08,9.15,45.5,49.92,77.76,66.18423505,92.64206086,8.383797463,30.89456987,18.41699593,15.54277657,3.823018283,89.0664659,50.4541117,15.63135963,61.2188773,9.680676967,28.86485463,1.92414331,28.08897726,83.22361436,10.23835393,293850.8606,319364.7327,191523.1208
1990,VI,III,23.88,47.68,51.61,92.6,59.23,62.85,57.7,57.18,12.55,89.68,52.61,17.46,103.53,72.3,7.59,8.28,60.75,21.56,54.46,6.72,50.8,45.54,77.04,,77.71468025,10.4862627,32.9409108,23.29544599,10.82423786,4.055745512,71.88000778,36.21315889,7.249951321,,,,,,,,80142.65219,81250.50662,41722.84985
1992,VI,III,19.81,42.29,62.91,94.66,63.52,74.79,61.17,48.83,15.54,91.51,49.66,21.73,110.74,65.93,7.93,6.9,68.37,21.76,56.97,2.68,55.44,43.03,85.23,63.28525994,83.58960764,9.227607378,31.35812586,25.93069539,9.791487812,4.413836659,70.04702163,60.39675162,5.82247293,,,,,,,,141770.0728,143796.8994,62242.16752
1994,VI,III,19.56,50.7,60.74,96.53,62.54,73.89,66.52,53.08,10.48,90.74,55.04,20.15,102.38,85.01,7.89,5.9,67.95,23.37,55.43,7.04,51.53,44.57,64.86,75.94248702,80.27210884,8.604179911,30.85929222,23.61066963,11.84771668,4.061647704,61.84318243,47.68584546,5.233587316,,,,,,,,154277.5773,156430.2472,79953.49157
1996,VI,III,15.21,47.89,62.34,96.29,62.34,71.02,69.79,58.25,14.14,93.34,52.59,20.41,106.09,74.3,8.06,6.98,59.57,24.71,55.12,6.52,51.52,44.88,69.12,65.49892792,79.95048384,7.732506184,31.55297683,22.42368513,11.16651341,4.074457138,66.63557432,59.93153601,8.518015981,,,,1.895568063,,,4.12974451,190895.8434,195069.9423,94020.74448
1998,VI,III,19.03,53.63,68.38,98.34,68.38,77.48,68.05,56.69,15.92,91.87,62.43,22.84,102.53,87.59,8.21,9.01,60.1,24.7,55.92,5.57,52.8,44.08,72.79,70.66237844,84.08526905,8.886599305,30.42676644,24.4105827,9.627701559,4.245925964,64.63921991,62.86323368,13.89623601,,,,,,,,233565.2429,238014.1996,114676.8405
2000,VI,III,13.59,50.9,74.91,98.72,74.91,85.47,67.36,55,19.07,95.78,60.73,25.61,110.11,81.52,8.34,6.83,60.76,24.62,58.8,5.53,55.55,41.2,74.71,66.11563132,81.99938937,6.414664191,28.19584122,20.23190111,12.07430151,4.034242342,72.83392497,49.83702584,9.643665158,12.82564536,1.667305718,7.881977514,0.688320202,29.39903369,56.32274477,5.767541961,277524.3972,283048.3404,128288.3924
2003,VI,III,14.34,54.46,76.69,98.7,76.69,88.78,71.46,52.28,23.75,93.08,65.35,35.61,108.11,100.26,8.66,6.98,57.1,26.1,58.75,4.38,56.18,41.25,79.03,69.59047834,82.55675188,5.833712172,26.97354679,19.94372704,13.16148374,3.662212023,80.72753454,55.70853337,14.64697739,35.77263126,4.129266033,18.90893425,1.297145454,39.66799904,61.89386354,2.647404234,275504.4823,281611.63,143992.544
2006,VI,III,8.69,56.83,86.48,99.71,86.48,93.63,70.42,47.87,33.63,94.47,70.19,40.58,105.94,96.8,8.88,6.2,58.85,24.35,57.7,5.23,54.68,42.3,81.2,73.71295171,85.15613792,5.273412834,23.90565709,20.65886089,15.11423022,3.614149098,83.31717948,47.22998747,13.07276507,55.81100328,11.790668,27.79393163,1.405658776,34.43731901,82.10662491,5.651109687,328570.0823,334111.7747,159190.3771
2009,VI,III,9.81,66.26,87.71,99.81,87.71,95.44,69.53,47.07,38.95,94.81,71.12,44.24,111.59,90.72,9.11,6.21,50.29,26.87,56.19,6.43,52.58,43.81,83.05,73.09833024,85.99934037,6.029047698,26.11817132,19.24575012,16.20179348,3.633801128,84.62265887,47.79932325,15.16656321,68.12110806,18.71881901,38.7375276,1.3576511,34.5563757,88.06735577,9.632882146,420519.7681,437384.8419,220362.9493
1990,VI,IV,12.59,49.85,61.87,91.8,66.48,68.31,58.12,56.22,11.69,94.61,54.53,16.86,105.54,76.49,8.31,8.67,62.43,22.76,53.87,3.95,51.75,46.13,80.86,,78.87571667,7.263867272,29.05383932,22.83465209,13.15139712,3.779629173,54.6571005,40.15402567,8.912999392,,,,,,,,116680.4851,117642.4317,58997.44972
1992,VI,IV,10.31,55.64,73.95,97.08,74.56,82.28,64.87,55.83,22.19,95.3,64.07,27.86,105.52,98.12,8.73,6.13,50.97,22.78,56.1,3.48,54.15,43.9,92.18,69.01827775,76.07894398,5.182552292,24.91605379,23.76865244,12.51822247,3.514029988,54.43930894,64.99988128,7.404872707,,,,,,,,189638.0635,190811.4437,93177.31134
1994,VI,IV,7.53,60.91,69.84,97.62,70.59,81.18,70.04,55.05,33.75,94.66,62.45,38.9,109.3,97.93,8.82,6.26,49.87,21.46,63.29,6.11,59.42,36.71,73.74,82.06232164,77.28199229,5.990159805,23.85582316,24.49879931,14.65391144,3.342999843,56.24515648,44.74964755,8.96789273,,,,,,,,202619.0694,203986.3697,99973.92198
1996,VI,IV,5.64,60.09,74.5,98.41,74.5,82.56,71.15,50.93,15.75,90.13,68.52,26.39,97.6,91.95,8.69,7.61,47.74,20.47,57.11,4.12,54.76,42.89,75.91,66.43172245,68.16421379,7.29783323,24.94970256,22.70621951,16.00906078,3.631484888,53.36338101,63.95282394,9.720071471,,,,1.166718684,,,3.479961079,269192.6852,271641.0645,127136.8185
1998,VI,IV,6.66,61.94,78.8,98.42,78.8,86.59,71.14,49.95,23.9,93.64,67.49,31.64,101.52,96.94,8.99,6.68,51.42,23.63,59.84,5.64,56.46,40.16,72.88,65.37343358,71.43468276,7.039816199,26.43171157,24.11652516,13.24015641,3.458965869,51.11292896,61.37895154,14.89653453,,,,,,,,309178.8846,311401.5122,154598.5048
2000,VI,IV,4.06,61.5,79.02,98.69,79.02,87.34,77.85,45.76,35.94,94.58,80.5,45.9,100.52,106.57,9.16,7.12,36.51,24.48,54.69,4.5,52.23,45.31,80.01,68.22504383,71.28542651,4.312130456,23.32768425,20.13783753,19.21816744,3.280983566,54.0765548,44.90025397,10.39609849,20.67280099,6.728614891,21.98375824,0.974819776,42.89538368,53.70697437,4.147700919,354867.092,360430.4253,176871.0694
2003,VI,IV,7.41,67,86.05,98.53,86.05,93.21,70.49,56.39,29.79,93.57,80.08,40.13,104.41,105.57,9.6,3.99,43.42,24.53,60.6,4.69,57.75,39.4,82.28,70.37221055,72.12457688,5.437408577,24.1714819,20.72834138,14.07041163,3.373894596,62.44365855,55.17468688,16.03924253,42.94201798,12.28070175,32.3653006,0.470147701,52.29393698,60.86772367,2.367380903,398926.9061,401932.3621,202880.2203
2006,VI,IV,4.43,69.53,90.11,99.63,90.11,95.74,68.14,48.79,39.51,94.5,78.52,47.77,105.27,106.14,9.75,4.16,35.46,24.69,63.09,4.07,60.53,36.91,83.45,73.09555429,77.32027997,4.378405214,21.15497225,23.3610418,13.51328988,3.418822761,63.59147474,49.04729411,9.087368558,65.61774187,26.33012785,48.32211784,0.874290241,47.78768704,84.09587488,5.13247607,480147.98,483243.2154,209071.2474
2009,VI,IV,5.37,72.73,92.02,99.73,92.02,97.11,68.99,51.73,37.75,96.22,66.46,43.75,111.33,81.96,9.89,4.78,36.52,21.47,63.33,4.23,60.65,36.67,85.97,70.64904809,74.88412139,4.223115478,19.7341323,21.07339586,16.42722446,3.234121093,77.04651461,44.96449415,11.89807817,74.76608019,30.80026653,50.2362715,2.812028145,46.11102831,91.86329206,8.661657996,586664.486,596534.407,272945.9486
1990,VI,V,6.06,73.63,83.28,97.96,86.05,87.15,59.76,64.86,25.45,93.01,79.32,30.85,100.19,113.91,10.84,2.18,29.91,22.22,60.7,4.52,57.96,39.3,92.53,,64.62320161,6.476492434,25.3742775,21.03702252,12.44712022,3.451357084,38.87139038,48.30414234,2.149566474,,,,,,,,301991.3754,302883.639,141349.9994
1992,VI,V,2.55,76.25,91.02,99.46,91.35,93.33,71.1,61.33,29.81,89.98,69.39,39.87,103.75,97.24,11.29,1.53,25.26,21.38,60.51,2.18,59.19,39.49,94.99,70.42125844,60.68706069,6.857367441,22.93706533,18.80436083,16.15573897,3.370248791,35.74392186,68.78165513,8.096149247,,,,,,,,556187.6669,556760.1902,263504.2609
1994,VI,V,1.83,81.71,92.38,99.75,92.38,94.69,70.73,59.64,36.85,96.89,76.55,40.94,106.77,99.84,11.39,1.28,21.13,25.23,58.45,2.28,57.12,41.55,88.43,86.82125962,68.53569421,6.196340965,24.99148269,18.31902426,12.96845189,3.117495552,27.47946525,58.38123401,6.193052392,,,,,,,,580938.6461,581280.6253,306112.8127
1996,VI,V,3.33,74.54,87.53,97.85,87.53,91.09,76.53,63.17,36.21,93.84,91.73,43.92,97.34,111.89,10.65,2.54,25.59,25.27,55.91,3.36,54.04,44.09,85.53,67.58067994,57.87690749,6.37020541,24.13374239,18.26655039,16.09642907,3.399941757,36.20090148,69.5560405,19.94508727,,,,1.272089862,,,3.943621664,763826.854,764852.4839,339944.2718
1998,VI,V,2.79,74.12,90.98,99.94,90.98,93.53,70.15,61.64,31.42,93.95,89.49,39.55,97.8,119.36,11.18,2.29,21.32,26.22,59.23,3.1,57.4,40.77,85,64.8893195,58.76144614,6.232031902,22.69853782,21.14516677,14.6434202,3.31563573,29.42463819,67.32742668,14.14618265,,,,,,,,931533.0525,932571.9682,437768.1877
2000,VI,V,2.01,78.07,94.55,99.36,94.55,97.22,72.11,63.86,31.64,94.42,78.71,40.08,105.36,91.99,11.57,0.76,18.69,25.06,61.21,2.88,59.45,38.79,88.13,66.60170485,57.51152523,5.223104593,22.28195984,19.15626179,16.39720551,3.213221463,41.44373724,54.45159826,4.545454545,32.61470966,25.12107634,42.74930857,0.148552519,59.34637829,64.17625353,3.067669899,934905.4259,936853.4774,409233.4661
2003,VI,V,2.31,82.14,92.38,99.96,92.38,97.41,70.03,53.84,40.75,96.1,88.73,46.32,100.2,119.16,11.73,1.98,20.19,25.89,66.33,3.62,63.93,33.67,90.71,68.54596406,61.80168338,5.10838283,20.20773376,19.69490539,14.07216337,2.913648528,42.35954667,60.30616584,15.84833129,58.14590524,31.52878384,54.01980152,0.473665361,68.82700777,70.26259504,0.897653624,855267.4851,856715.2649,421857.6311
2006,VI,V,0.44,81.84,97.48,99.87,97.48,99.02,71.92,52.99,35.81,89.32,75.59,47.45,103.91,102.42,11.77,1.42,17.77,25.27,62.29,2.94,60.45,37.71,90.52,74.54474956,71.1499626,4.547768899,19.70157697,21.29198784,16.11272187,3.075668269,42.67614307,59.33449743,9.450021825,75.97507841,40.85590542,63.38828708,0.782409417,58.77041632,91.83552169,3.616245848,1161412.116,1162929.687,523522.9035
2009,VI,V,1.74,85.19,96.71,99.97,96.71,98.48,73.88,55.48,43.56,99.03,68.16,44.92,112.21,96.06,11.76,2.36,17.79,21.26,68.89,3.54,66.46,31.11,91.61,71.70383097,63.97227518,4.529405762,16.993095,20.23334127,17.77407395,2.948154834,51.88725538,59.65591807,0.220102715,85.46233925,55.36636112,70.38294698,1.436787249,60.99688155,93.85832579,7.229081202,1364813.737,1370356.711,614725.2459
1990,VII,I,50.94,22.9,35.45,75.22,44.88,40.09,45.94,64.1,9.26,86.93,41.79,13.28,95.84,51,6.27,13.05,86.51,28.23,40.22,17.01,33.38,59.78,48.23,,77.71921017,14.77017581,48.31391654,19.75852574,5.65769964,4.616211988,92.57277867,38.63202545,2.593381072,,,,,,,,26248.7445,28697.96402,20920.07231
1992,VII,I,55.66,23.14,40.06,80.49,40.39,42.58,52.03,63.88,7.12,84.41,29.83,13.39,96.82,38.94,6.36,11.5,83.45,28.12,44.53,13.64,38.45,55.47,60.2,41.72478689,81.29535615,15.75118736,49.15818552,18.28777745,5.170107589,4.873635977,88.36647675,50.9741312,2.80863285,,,,,,,,44625.64616,48371.65494,33801.47843
1994,VII,I,44.06,27.59,42.98,87.67,43.92,51.53,56.61,60.04,13.41,88.58,34.97,19.98,100.98,47.18,6.26,13.6,84.37,31.73,44.6,17.36,36.86,55.4,40.55,50.828991,78.27478803,13.26332778,47.4425474,15.24371676,6.157375452,4.370137071,90.24823235,47.49658028,8.680633166,,,,,,,,42596.14075,46725.28295,39239.03505
1996,VII,I,38.19,30.07,41.1,87.19,41.1,48.9,63.07,57.69,16.43,92.54,44,21.89,104.3,65.33,6.39,13.12,81.86,30.84,45.15,15.17,38.3,54.85,39.02,33.30192518,84.60446922,13.00470622,44.80347008,16.35106748,6.391767153,4.522815512,83.30247526,55.74135562,11.47029724,,,,0.440256279,,,8.062254125,55070.01245,63358.88138,46357.50373
1998,VII,I,40.21,30.76,42.41,91.02,42.41,50.96,68.49,57.35,22.04,92.77,40.1,27.47,109.32,55.85,5.95,19.87,82.97,31.74,43.06,27.22,31.34,56.94,39.1,35.12616202,81.19644488,9.981206933,42.57325816,15.04688323,9.856416987,4.347143876,89.45440333,55.73886699,15.70221414,,,,,,,,64734.08507,77246.64019,60479.70565
2000,VII,I,40.69,31.92,53.67,95.09,53.67,62.56,63.96,64.15,18.33,91.93,46.77,24.42,106.44,64.42,6.92,12.11,81.23,33.81,47.42,21.68,37.14,52.58,45.72,37.00666221,83.38513665,10.84366676,44.27015312,16.82839716,5.601351889,4.547190294,88.98514937,52.28814617,15.19128659,7.538604758,0.29749417,0.538584822,0.55337355,21.94916489,56.45904697,7.746885769,83412.25862,92989.05583,73898.97663
2003,VII,I,34.1,39.28,59.63,97.98,59.63,70.98,68.1,50,29.77,95.63,58.35,34.58,112.22,80.71,7.38,11.03,78,34.52,43.52,26.97,31.78,56.48,50.8,41.81809775,80.95475232,11.18608616,41.99701055,16.02603592,9.41008486,4.241674769,92.18028584,51.95425553,11.46664517,21.20954783,0.053969915,2.064349251,1.328186446,29.05397297,52.15881662,4.926400174,83090.7512,99357.03818,72376.20595
2006,VII,I,24.38,39.59,67.83,97.96,67.83,79.44,63.68,56.16,31.3,95.04,64.81,36.96,109.37,81.12,7.42,12.16,73.61,32.53,40.68,18.67,33.08,59.32,54.02,49.08683702,86.46198569,9.443632072,38.14033092,15.73656569,11.2782874,4.034582187,95.33626691,47.75422871,10.90858365,39.3868708,1.822212006,8.174175752,1.811375279,25.93283651,74.59245096,9.800669907,97238.01356,118321.8507,95065.49939
2009,VII,I,15.46,50.08,82.15,98.86,82.15,90.27,64.01,45.52,33.46,91.1,69.25,40.7,104.28,91.22,7.7,11.69,58.78,31.4,35.56,28.06,25.59,64.44,55,43.82143469,87.57072694,9.277271162,34.91451984,17.3049729,13.54719991,3.71216098,95.14869871,49.83975559,9.531578452,54.682681,4.336391381,20.98842993,2.079965016,23.47154116,82.65076017,10.37826785,98461.24815,145729.323,132026.5287
1990,VII,II,44.3,28.22,36.66,82.05,44.22,41.59,52.33,56.71,10.35,84.86,43.87,19.34,97.14,61.03,6.47,15.23,78.9,27.81,43.02,5.91,40.48,56.98,50.4,,73.41142818,10.35691311,41.13262794,20.37000067,9.090304119,4.472321429,87.40482668,33.69565217,8.395151077,,,,,,,,52104.17778,54152.8751,30713.20719
1992,VII,II,37.81,26.84,42.57,85.13,43.7,45.06,58.97,61.88,9.99,90.04,32.63,17.11,107.87,44.42,6.51,11.51,85.65,25.92,51.01,6,47.95,48.99,65.92,47.2495788,80.17422232,11.28129081,40.01350125,22.53768177,6.86682455,4.311164122,82.82097029,50.14377634,4.121271473,,,,,,,,77312.19761,79668.2791,43601.52962
