year,region,quintil,porc_de_hogares_con_hacinamiento,porc_de_hogares_con_materialidad_aceptable,porc_de_hogares_con_saneamiento_aceptable,porc_de_hogares_con_energia_electricidad,porc_de_hogares_con_sistema_eliminacion_de_excretas,porc_de_hogares_con_agua_dentro_de_la_vivienda,porc_de_hogares_propietarios,porc_de_hogares_biparental,tasa_neta_de_educ_pre_escolar,tasa_neta_de_educ_basica,tasa_neta_de_educ_media,tasa_bruta_de_educ_pre_escolar,tasa_bruta_de_educ_basica,tasa_bruta_de_educ_media,prom_de_escolaridad,tasa_de_analfabetismo,porc_de_asistencia_a_establecimiento_municipal,porc_de_asistencia_a_establecimiento_educal,tasa_de_participacion,tasa_de_desocupacion,tasa_de_ocupacion,tasa_de_inactividad,porc_trabajadores_con_contrato_trabajo,porc_de_trabajadores_cotizando,porc_de_trabajadores_asalariados,porc_pob_de_0_a_4_agnos,porc_de_pob_menor_de_18_agnos,porc_pob_joven,porc_pob_adulto_mayor,prom_de_personas_por_hogar,porc_de_pob_en_sistema_publico_de_salud,porc_de_mujeres_que_se_han_realizado_el_pap,porc_de_menores_de_6_agnos_con_sobrepeso_u_obeso,porc_pob_con_telefono_movil,porc_hogares_con_internet,porc_hogares_con_computador,porc_pob_que_pertenece_a_etnia,porc_pob_accede_a_computador,porc_pob_accede_a_internet,porc_de_pob_con_discapacidad,prom_de_ingreso_autonomo_del_hogar,prom_ingreso_monetario_del_hogar,prom_de_ingreso_ocupacion_principal_de_los_ocupados
1994,VII,II,33.17,32.33,51.91,92.19,53.43,60.82,61.54,60.02,13.54,90.12,45.84,21.45,103.15,58.04,6.72,12.44,80.02,26.31,50.02,10.58,44.73,49.98,56.34,64.08839779,77.64616491,10.9345431,38.74944913,20.68956578,8.859624109,4.277461134,80.70535557,41.08780966,10.78903542,,,,,,,,85934.26336,89028.11914,53837.40004
1996,VII,II,30.05,38.05,54.71,94.94,54.71,64.49,62.7,56.67,16.06,90.19,51.19,24.21,104.25,70.19,7.14,11.24,71.59,27.61,48.42,5.18,45.91,51.58,55.52,52.43515487,81.98367398,10.8959956,38.46964138,20.77493475,8.886790201,4.401347493,77.84069075,56.48150167,16.40647379,,,,0.428583752,,,6.485221115,115389.1516,121184.9982,69206.32284
1998,VII,II,28.76,39.58,57.16,95.46,57.16,64.85,65.46,61.08,25.6,93.12,56.32,33.29,101.19,79.63,7.14,11.3,75.16,30.08,51.21,12.36,44.88,48.79,52.23,49.71430464,83.60849057,8.263925172,37.27141408,19.13104056,8.652201084,4.211818515,80.60459901,60.3786985,17.19055569,,,,,,,,132580.6542,139292.1418,79722.29037
2000,VII,II,28,39.78,65.95,97.26,65.95,74.64,66.1,58.72,23.47,93.36,53.75,29.43,110.89,75.5,7.59,9.27,73.07,28.93,49.65,8.8,45.28,50.35,61.83,50.01016721,80.19979089,10.32960971,36.93529956,19.84258329,8.601769214,4.323332127,84.73184635,52.9860666,12.53965736,11.78076427,0.50597495,1.503543132,0.721264894,22.11445246,52.9767308,9.696763678,166283.428,174770.2104,96521.67783
2003,VII,II,22.36,43.35,71.59,99.44,71.59,82.76,71.01,58.97,27.91,93.9,65.45,36.72,107.35,86.98,7.74,9.25,72.76,31.69,52.01,11.86,45.84,47.99,64.49,53.50862703,77.5916618,7.754293009,36.80325587,17.88377919,10.4448028,4.221015741,89.46257128,51.1662702,14.87464401,30.38115467,1.114492865,5.316333602,0.94549522,31.15430702,60.7991453,3.821292082,170927.7704,181214.3272,101422.4892
2006,VII,II,17.72,46.94,77.07,99.21,77.07,88.76,68.32,55.19,32.85,92.53,69.94,43.24,103.2,86.82,7.82,9.07,68.5,28.68,48.45,8.44,44.36,51.55,67.57,57.83512588,83.44166685,7.449037442,33.39939363,16.46084449,14.51551677,3.861066697,93.26836631,49.2138432,7.261849977,48.14301221,3.221682434,16.51009147,1.378659034,27.9263608,80.94828705,8.921074554,196035.9715,208061.7216,122313.3278
2009,VII,II,11.17,62.68,88.28,99.72,88.28,94.35,70.67,56.16,33.04,93.57,78.72,42.48,101.56,99.37,8.05,10.08,55.15,27.52,44.03,12.19,38.66,55.97,66.82,53.02637475,89.11037757,6.210791949,29.36372288,15.83993409,15.37073949,3.645248697,93.948217,53.84878584,15.29664046,63.52439727,7.025751479,23.05978478,1.274189629,24.39402423,83.1441898,8.386836394,218400.2173,251341.5623,165753.3973
1990,VII,III,27.79,36.23,44.72,83.68,53.03,49.4,58.1,51.55,7.08,88.89,45.23,12.62,101.21,60.64,6.95,14.52,70.73,21.52,49.34,9.12,44.84,50.66,59.68,,69.14642154,8.697078266,31.62688601,24.56224454,12.62804663,3.909449596,81.23352527,32.59821723,8.613264427,,,,,,,,71742.27984,73476.76179,36943.17625
1992,VII,III,29.27,33.33,53.8,90.19,55.31,56.69,63.25,59.11,15,87.77,37.2,20.63,106.85,54.66,7.12,11.08,76.15,21.07,56.45,4.36,54,43.55,63.54,50.64266984,76.82243576,8.705858994,30.83840903,22.28029502,11.69346126,4.05755515,73.48159368,42.56230398,5.168627451,,,,,,,,115390.0214,117261.3457,54216.08699
1994,VII,III,18.33,40.93,63.61,94.76,64.72,71.28,67.89,54.07,19.36,92.48,53.31,24.71,104.36,79.55,7.14,10.41,68.07,22.39,52.23,6.35,48.91,47.77,60.41,67.20969286,74.55480162,7.809526027,29.53208035,21.58111325,14.61441302,3.810054999,72.00723704,43.99052223,12.63166909,,,,,,,,120397.5856,122681.0022,65261.95718
1996,VII,III,20.17,42.43,59.12,95.42,59.12,68.12,64.14,58.5,19.21,87.67,55.01,35.35,99.04,67.83,7.46,11.26,67.69,25.16,57.15,3.57,55.11,42.85,62.62,54.76886754,75.93937777,7.739984239,33.55892313,18.33720262,12.02157569,4.288154169,63.88958108,57.42314534,19.82962213,,,,0.772489409,,,6.69560041,173656.1204,179177.1267,81130.23858
1998,VII,III,21.14,49.72,71.15,96.75,71.15,77.22,71.31,57.78,21.79,92.92,59.88,28.44,104.38,80.96,7.72,9.58,66.7,25.57,55.82,7.92,51.4,44.18,61.44,54.01985147,76.3918233,7.764165391,31.62655874,19.45033909,9.97648217,3.956804951,71.90085528,57.3777671,16.85698749,,,,,,,,198164.1113,202793.9897,100535.0729
2000,VII,III,16.56,48.76,75.53,97.93,75.53,83.8,71.52,54.54,25.16,94.29,70.66,33,103.65,104.99,8.2,8.63,63.52,26.86,53.82,4.79,51.25,46.18,67.83,55.33807112,74.08635251,7.333117372,29.52056512,21.62890821,11.44718693,4.073383561,73.92984977,50.7342012,13.80147237,15.08806054,2.228353816,7.564959216,1.66951701,28.46063617,57.68279674,8.686447413,255499.3927,261610.286,123911.9184
2003,VII,III,14.22,52.68,76.19,99.03,76.19,85.45,74.35,50.89,25.1,94.95,62.79,33.33,111.59,87.36,8.31,7.81,65.82,27.92,56.65,6.28,53.09,43.35,68.86,52.48046656,73.16944604,6.042505412,29.0755427,20.84201582,11.70416152,4.002105135,83.00967678,48.4261863,13.99939949,39.35452878,3.14605139,16.47905558,2.452109802,40.35568444,59.92022174,2.93978891,255210.37,262418.6212,124575.7384
2006,VII,III,9.24,59.16,83.74,99.87,83.74,90.91,70.79,56.92,42.75,93.77,68.98,49.64,108.25,97.43,8.6,7.78,51.35,26.87,55.81,4.86,53.1,44.19,74.53,63.29890845,79.54125707,6.528050335,27.71095915,20.59823181,12.1360942,3.757859125,89.75068794,45.44722743,11.9885998,56.52730649,7.303448238,23.50955944,1.787260325,30.58276918,85.60193355,8.876744661,295546.9195,303388.6157,148429.554
2009,VII,III,9.91,63.96,88.81,99.84,88.81,94.76,73.16,49.45,49.84,93.87,75.36,57.76,104.93,92.63,8.26,7.89,47.5,26.1,53.86,7.41,49.87,46.14,69.88,58.48640067,82.01317326,6.217926534,25.38735354,20.01384288,16.80229396,3.465841915,92.27615306,50.23717014,9.691313711,70.19534904,13.12914027,38.33207203,2.204517888,31.75884829,85.57406357,9.037331149,329152.1746,349135.3811,195986.0163
1990,VII,IV,14.36,45.96,58.25,85.29,63.43,62.61,62.03,49.74,16.76,90.47,69.78,27.79,97.8,83.53,7.68,12.26,68.44,20.88,55.24,3.13,53.51,44.76,65.39,,63.57875427,5.691815893,26.25816855,22.35706809,17.42906447,3.475127802,69.39047208,34.9077697,5.414160111,,,,,,,,103334.1024,104850.0849,48697.0094
1992,VII,IV,14.04,41.78,66.64,94.44,67.89,72.55,65.5,50.26,16.01,84.88,48.39,22.63,100.52,61.99,8.17,9.37,53.23,19.47,58.82,2.38,57.42,41.18,76.68,54.02918685,68.47490427,8.775231159,28.56959129,19.95207603,16.37808494,3.50063978,61.62525529,52.28447798,8.388827229,,,,,,,,174787.3878,175815.8766,80773.41972
1994,VII,IV,10.37,44.18,71.74,96.31,73.04,78.93,67.14,53.57,24.68,92.89,57.2,32.19,107.4,77.89,8.24,8.12,54.88,20.75,58.81,4,56.45,41.19,65.28,67.89308695,71.29017675,6.243173001,24.17730737,24.66257361,15.41677653,3.530999934,53.86596376,45.32928833,10.83916084,,,,,,,,180437.1652,181967.4077,86957.08012
1996,VII,IV,13.13,56.05,72.14,97.43,72.14,77.81,74.68,54.8,25.71,90.34,58.01,38.54,103.94,70.87,8.11,9.27,54.89,22.96,57.02,1.45,56.2,42.98,63.91,52.20299425,61.42174768,6.944219383,28.14708632,19.43970084,14.68245559,3.670784717,52.19393593,59.58253805,7.718282682,,,,0.33085431,,,6.556064073,240439.1661,244613.1572,112643.3135
1998,VII,IV,12.91,57.28,75.03,96.94,75.03,80.08,74.41,53.55,27.88,93.35,70.66,33.69,101.61,92.85,8.76,8.36,53.1,24.56,58.55,6.07,55,41.45,74.93,62.89449579,63.60378498,6.968607368,26.78180123,20.7605419,12.74349568,3.566450777,61.52780119,63.73153426,16.50310209,,,,,,,,284096.9894,287776.5274,140773.6709
2000,VII,IV,6.98,60.85,82.69,97.04,82.69,88,70.63,48.33,28.88,94.09,70.57,36.09,105.93,95.14,9.16,7.39,42.84,24.75,54.28,6.33,50.84,45.72,78.1,61.82245262,69.85893072,6.966011439,24.47899546,21.67378871,15.08119124,3.267949985,59.22081998,53.35344282,9.527801062,21.791107,7.454813088,17.66305769,1.87472447,40.18895821,61.18736229,7.483206683,344339.347,348539.2513,181047.6276
2003,VII,IV,10.22,59.21,84.43,99.48,84.43,90.61,76.34,49.21,32.33,97.18,81.91,36.71,103.88,104.24,9.23,5.53,45.53,26.06,61.17,4.28,58.55,38.83,75.21,56.55771157,64.59880758,6.307434528,24.52472475,21.48145571,14.68120757,3.498063155,72.11651514,53.76151539,16.00222253,43.30225947,9.136072333,26.07183665,2.033550267,47.90402818,59.14680096,2.493914253,356933.8207,361013.6836,167453.6238
2006,VII,IV,6.77,62.71,88.85,99.38,88.85,93.9,73.24,52.69,46.92,95.66,74.44,53.38,107.74,100.37,9.18,6.11,43.52,25.1,62.31,3.99,59.82,37.69,80.69,65.79846998,68.17472022,4.494313891,22.63584095,20.99588219,15.31363178,3.44847448,77.70355633,43.38819154,15.45860529,66.82779841,19.52007383,39.18842246,0.87376217,43.25821764,89.60190248,6.637566478,429409.7641,434212.1935,188174.4873
2009,VII,IV,6.8,69.3,90.85,99.78,90.85,96.29,71.69,53.42,46.61,94.37,65.48,57.37,105.85,83.51,9.44,5.81,43.58,23.15,62.1,4.35,59.4,37.9,80.46,62.28596517,73.11952413,4.043888702,22.20942472,17.93077224,16.33316617,3.100750158,81.60404602,52.26874429,6.886163116,75.65230418,27.07413015,50.10536503,0.643897413,39.52891477,90.39448194,6.011270156,463529.8672,477535.8016,245111.3802
1990,VII,V,7.17,63.09,76.06,90.88,80.03,79.74,60.34,58.25,19.21,93.68,69.63,23.57,107.19,84.96,10.44,4.79,41.83,21.39,63.54,1.57,62.54,36.46,81.63,,55.11265165,8.164100167,27.56041259,19.10411127,13.00587324,3.376714356,52.96491517,38.96475071,1.204819277,,,,,,,,400174.5959,400798.7682,161973.9396
1992,VII,V,3.79,61.54,85.16,97.92,86.24,87.33,71.8,60.12,26.16,85.88,64.89,45.83,105.77,88.1,10.67,2.68,37.97,23.41,60.77,1.41,59.91,39.23,89.29,60.89089201,50.67209698,5.703591892,24.46706919,17.00372744,17.83238864,3.084788445,45.67096202,58.49733633,3.25480049,,,,,,,,507870.5001,508347.8564,246528.9135
1994,VII,V,3.26,60.91,89.96,98.4,90.01,92.55,70.1,56.96,35.47,91.72,66.56,46.8,101.93,95.41,10.95,2.85,33.42,24.54,64.26,1.8,63.1,35.74,88.21,76.49437704,62.10497796,5.479346701,24.46374137,17.84126185,15.35643371,3.174590491,42.72201429,54.29560474,8.83218842,,,,,,,,543535.4229,544476.5264,263023.9263
1996,VII,V,5.14,75.12,89.21,98.92,89.21,93.13,68.48,60.31,31.41,95.62,82.47,35.74,107.19,100.51,10.91,2.26,29.09,24.11,62.34,1.97,61.11,37.66,78.83,62.82405998,54.30580449,6.190739844,23.25282026,21.80427711,14.12139248,3.299159741,40.91757431,63.57956886,19.78830283,,,,0.036212708,,,4.036324132,753956.4748,755098.3627,343666.3697
1998,VII,V,4.8,73.27,89.02,99.34,89.02,92.2,71.86,55.07,36.79,96.81,85.32,41.3,101.74,102.51,11.11,3.5,25.28,25.35,66.59,3.43,64.31,33.41,78.33,61.15464862,61.04175635,5.72088385,23.77315908,19.90368971,14.56922794,3.289892297,33.73404869,71.56044099,10.63988095,,,,,,,,821367.257,822508.8002,352596.3669
2000,VII,V,2.38,77.38,95.2,99.57,95.2,97.17,73.32,59.8,37.01,95.06,74.96,45.13,105.43,102.57,11.73,1.75,24.21,25.46,62.82,2.06,61.53,37.18,87.49,69.18876967,60.3772826,5.470456559,22.78128318,19.89490556,16.79820379,3.119820238,39.68142325,61.98755626,2.586741016,39.90957172,18.8467108,37.66342573,0.826437733,58.75155169,67.00309387,5.642325197,1178642.78,1180062.289,584345.0942
2003,VII,V,3.22,74.08,92.81,99.59,92.81,95.49,72.85,55.59,33.69,93.48,83.09,42.64,103.9,105.13,11.4,2.2,29.74,24.47,65.43,2.98,63.48,34.57,84.16,66.65395954,62.94399213,4.227182285,20.14916282,19.36612569,15.63705518,2.989479221,47.96050226,55.10393519,4.4397463,59.58220259,23.79495307,46.62074851,0.218212849,66.28907204,72.60013578,1.533585274,993225.2353,996665.8982,457629.2996
2006,VII,V,1.27,76.91,95.66,99.83,95.66,98.06,77.78,52.18,45.11,95.3,86.74,50.44,102.86,107.29,12.03,1.63,24.8,25.73,68.43,2.4,66.79,31.57,90.68,67.2382858,60.63866653,6.456303358,20.57859966,21.26821322,15.21071526,3.149309316,64.10161413,45.80769667,6.610331198,75.44823442,35.82028277,61.83362038,1.379821364,61.35889594,92.28371143,5.809668763,1106437.165,1108581.435,439836.3098
2009,VII,V,2.84,78.84,96.32,99.83,96.32,98.75,71.78,57.02,55.85,97.2,78.81,58.21,107.09,98.55,12.17,2.47,17.14,24.64,68.34,2.07,66.92,31.66,91.75,68.01292237,62.51071429,6.50804266,19.85263924,18.30101017,13.66841482,2.906644841,50.63206715,56.49585163,7.594316512,81.58283619,56.46329701,76.44934228,1.0158222,63.41971465,92.1666961,4.373165877,1370268.823,1375558.974,627923.6758
1990,VIII,I,51.27,47.48,33.23,85.2,39.58,45.6,58.15,58.47,10.7,91.34,45.01,16.86,103.37,74.72,6.94,9.8,80.86,33.93,40.55,29.52,28.58,59.45,57.45,,75.99718819,13.429273,48.28785955,19.62860756,4.245317683,4.929644851,83.89959914,31.43447531,2.44979448,,,,,,,,26012.81961,28815.85713,21879.96895
1992,VIII,I,50.23,40.37,40.9,83.46,41.9,54.58,63.11,55.57,16.56,89.37,37.91,24.31,105.82,53.84,6.89,10.7,76.25,32.86,37.96,20.6,30.14,62.04,68.7,50.21158535,81.60187561,13.73048328,47.36240307,18.57003051,5.810702177,4.725966303,85.96435009,48.70266806,5.87679046,,,,,,,,35474.42393,39982.01539,32383.26076
1994,VIII,I,43.89,53.73,46.44,88.56,47.26,60.07,64.25,54.64,11.96,91.59,42.62,18.15,106.42,63.24,6.73,10.52,74.85,32.97,39.28,22.54,30.43,60.72,52.65,58.6871632,77.65065581,12.94460835,46.57146646,17.06074282,6.712869787,4.747184318,86.1706747,41.47300159,7.067582446,,,,,,,,48309.16253,53866.02128,42012.7181
1996,VIII,I,37.13,56.6,44.48,85.9,44.48,59.25,59.16,60.92,14.96,88.67,48.49,25.1,100.68,67.67,7.01,10.63,78.87,34.01,38.49,18.95,31.19,61.51,57.24,46.72092877,81.72484759,12.27221113,46.79280407,15.76304958,5.158175642,4.549768218,88.9106466,54.27690432,7.438283285,,,,4.988575843,,,5.535530844,58225.02843,65400.19528,52195.66088
1998,VIII,I,42.54,64.21,49.83,90.61,49.83,63.33,70.32,54.87,14.7,93.3,42.69,20.11,112.86,60.18,6.88,12.4,77.9,33.39,38.59,36.3,24.58,61.41,48.21,42.11120307,83.48960802,10.3500497,43.69713621,16.45036665,8.350134094,4.67087873,93.87228233,56.23762747,12.36164923,,,,,,,,62569.18696,77269.96021,62287.18654
2000,VIII,I,40.59,57.41,53.71,94.25,53.71,69.25,68.22,59.93,18.13,93.56,51.34,23.32,109.12,70.89,7.33,9.94,76.93,34.38,44.18,28.17,31.74,55.82,46.87,37.34434278,80.94691315,10.33623355,43.98076627,17.13157091,5.119408275,4.649774553,93.29309355,51.42376475,13.8492048,5.754927482,0.267546435,1.523339404,3.592719022,23.48723679,42.99630256,5.723635978,81999.3903,93640.3823,73235.90027
2003,VIII,I,34.2,52.95,59,96.45,59,76.93,71.4,53.96,25.46,95.25,60.15,29.85,109.83,79.67,7.35,12.14,74.1,34.76,40.63,29.84,28.51,59.37,45.95,35.73165099,78.28053628,9.480279212,41.9637932,16.16888939,8.441518643,4.374106363,94.91171536,50.73795115,10.49643266,20.00985228,0.543111507,3.417934288,3.938293618,27.54624132,51.88249241,5.110882042,74178.91292,91569.05308,73817.48912
2006,VIII,I,24.64,59.25,72.28,98.03,72.28,84.94,70.22,43.95,31.77,92.39,62.16,40.68,109.74,81.52,7.88,10.75,68.17,33.94,37.77,26.33,27.83,62.23,53.4,42.73497047,83.37863106,9.023491521,38.06791287,15.89158259,11.97338989,4.11826426,95.88473562,47.46121496,9.750737552,35.75836076,3.447207983,10.94990039,5.344759316,30.03221704,78.07865303,9.168519383,87385.69564,112528.5751,83226.46088
2009,VIII,I,17.77,66.52,79.93,98.69,79.93,89.88,68.82,42.16,31.6,92.05,68.78,41.72,108.09,89.54,7.9,10.12,59.26,32.53,34.65,33.92,22.9,65.35,55.23,39.57508355,84.08625417,8.353390284,34.91003468,16.95747306,15.6639743,3.832586936,97.23709831,51.15998572,11.48522389,50.7369787,7.071512112,22.75020168,4.11843414,27.93543106,83.03839904,11.83677238,96934.80184,149930.5902,122251.0697
1990,VIII,II,40.26,56.67,41.42,90.05,49.07,57.12,62.57,55.5,11.78,91.28,55.27,17.34,102.29,72.48,7.43,9.43,77.01,26.06,44.23,11.08,39.33,55.77,72.23,,80.24142494,12.57555679,39.02252864,23.22955284,8.370657407,4.466062331,81.63648954,31.45693301,6.854846975,,,,,,,,51013.64624,52705.11708,32217.61353
1992,VIII,II,41.64,47.72,46.45,86.74,48.09,59.84,63.49,55.84,14.02,92.17,48.78,19.83,105.73,77.13,7.26,10.65,75.85,29.17,44.71,12.08,39.31,55.29,74.92,53.56570957,77.30155383,11.16592105,40.04276924,22.1132729,7.242695774,4.547097775,77.53526691,45.55728506,8.867054584,,,,,,,,73465.63897,76723.57375,45953.53785
1994,VIII,II,34.2,68.63,50.91,92.46,53.06,65.74,63.62,57.08,15.71,90.18,53.78,23.83,103.57,74.87,7.54,8.6,69.45,26.4,45.94,9.59,41.54,54.06,71.43,71.7178676,78.09700246,12.00986544,37.73991302,22.07046157,8.566181932,4.391268163,79.64093673,46.68944556,6.721263405,,,,,,,,95602.39022,99427.16662,59809.6654
1996,VIII,II,35.15,63.87,59.2,91.85,59.2,72.17,72.23,60.32,19.06,90.89,55.74,26.96,102.22,78.66,7.66,8.68,69.46,29.29,46.66,12.2,40.96,53.34,64.75,56.43453087,82.11619579,10.11874239,38.54287308,20.6579734,7.96001731,4.337626405,75.67430376,52.29968291,10.86443769,,,,2.835977732,,,5.212496709,119600.143,125904.9896,75520.78836
1998,VIII,II,30.05,72.16,65.77,96.4,65.77,78.98,70.87,59.04,18.57,92.66,58.89,25.83,104.52,81.77,7.78,8.87,70.79,29.96,46.24,18.36,37.75,53.76,68.8,59.7080292,83.15561029,9.646701972,37.57614182,18.55796723,8.925188334,4.400884094,84.50554034,56.04222398,10.17418658,,,,,,,,138800.0858,147621.2464,91535.12782
2000,VIII,II,27.74,70.42,67.7,97.5,67.7,83.22,72.58,59.01,19.37,95.04,62.74,25.34,108.74,96.55,8.34,7.17,70.05,30.86,48.68,16.19,40.8,51.32,65.32,56.6566117,80.67815255,9.600805682,36.05887084,20.67966159,7.756865567,4.285615219,85.22034081,51.7301274,18.47113531,10.53383304,1.801107028,7.268096821,2.743583248,27.33112092,49.82159761,6.082603422,167107.4745,175457.5763,105478.0534
2003,VIII,II,19.82,63.32,76.01,98.43,76.01,88.23,72.9,55.23,31.89,93.21,66.57,40.08,106.92,88.05,8.2,9.23,62.13,31.44,44.84,12.77,39.12,55.16,68.31,56.17664734,81.84111541,8.382193852,35.72121055,16.9087104,10.17194181,4.045913074,88.97216992,48.52637211,15.42260041,29.34359766,1.403935083,9.832734128,1.546404011,29.8143554,53.8533895,3.963403429,161382.114,171767.4348,111132.5853
2006,VIII,II,18.36,70.04,82.67,99.46,82.67,92.39,73.99,51.19,33.64,94.55,75.97,40.35,107.89,102.73,8.54,7.98,62.18,30.89,46.26,13.59,39.98,53.74,72.24,60.06879737,81.96837312,6.744885106,32.24822518,18.10813517,13.07019402,4.099665903,90.80790575,46.00169734,14.70354264,48.95068088,7.537192592,24.36262355,3.813294876,33.62736385,80.77774523,7.114031981,203686.7344,216382.0009,121723.7662
2009,VIII,II,13.73,75.04,87.67,99.59,87.67,95.35,69.54,54.13,35.63,94.19,65.65,43.33,112.86,95.18,8.78,6.26,58.27,31.9,45.64,17.15,37.81,54.36,72.17,58.46254009,85.32913813,6.59646978,31.12968423,18.20791117,13.74469444,3.879649442,93.83142793,52.32958099,12.69459383,60.54838769,17.84930521,36.72930798,4.07963673,37.27660434,83.13099686,9.364536891,239967.2749,270477.5248,164814.3473
1990,VIII,III,29.54,62.88,46.5,87.74,54.02,60.1,63.43,54.49,12.61,91.06,55.84,18.61,103.1,72.79,7.51,12.19,73.98,22.74,46.45,8.16,42.66,53.55,72.23,,75.41538778,8.023177311,31.46558399,26.2565732,10.61591443,4.036224547,69.10110085,31.78131425,4.743527898,,,,,,,,72901.16295,74191.55512,41081.45758
1992,VIII,III,28.7,56.49,57.81,89.86,59.18,72.88,67.48,52.83,9.14,88.8,53.98,17.62,102.38,77.75,7.83,8.93,70.77,23.34,48.47,6.17,45.48,51.53,77.89,60.40849993,71.92181204,10.44709667,33.63145343,23.59202255,10.50497686,4.271063359,64.51299356,48.72225069,10.88029809,,,,,,,,111029.8619,113775.9696,59374.72501
1994,VIII,III,19.35,72.7,61.18,92.96,62.06,74.5,67.38,55.25,13.78,91.43,62.52,21.23,103.26,90.5,8.03,7.23,62.19,23.48,51.1,6,48.04,48.9,72.43,69.73291509,76.15574576,7.510129671,28.976139,25.66488992,10.51040202,4.035642187,69.15508539,42.6415435,6.982856695,,,,,,,,142594.8864,145420.0356,72163.16561
1996,VIII,III,17.14,75,69.7,94.85,69.7,79.83,69.01,57.96,20.26,89.68,62.23,30.88,100.67,80.36,8.73,7.18,57.59,27.71,48.27,5.29,45.72,51.73,73.26,65.6722358,78.30521709,8.166172237,32.52498856,21.34457511,10.19785409,3.952909457,62.70698367,54.41992928,5.810981221,,,,1.950681929,,,6.297844786,179488.2724,184300.0997,99809.72007
1998,VIII,III,16.49,80.18,74.62,96.8,74.62,84.78,70.83,55.36,20.14,93.82,69.43,27.22,103.84,100.84,8.8,6,61.44,27.48,50.42,8.65,46.06,49.58,70.81,61.56282755,78.02529925,7.183420725,30.72197033,21.20221781,10.86677829,4.056683384,71.40459403,56.64651159,9.128791133,,,,,,,,217190.1387,222479.8963,114193.564
2000,VIII,III,13.33,77.68,80.22,97.97,80.22,90.57,77.05,53.59,23.35,93.94,64.27,31.46,106.53,88.72,9.21,5.87,52.81,27.49,49.75,9.7,44.93,50.25,72.64,63.33236702,75.82125806,6.952404226,30.02609319,20.06968696,11.7558644,3.950535134,72.519391,46.09574382,9.616045353,14.47833867,3.052063578,19.64053995,2.298148681,37.08916045,38.81799181,7.235586662,255277.3009,261644.2051,136178.9573
2003,VIII,III,15.11,72.46,84.38,98.52,84.38,92.64,73.29,55.68,28.17,93.54,69.68,34.99,107,90.58,9.36,4.71,55.22,27.31,52.89,9.95,47.63,47.11,74.85,60.62888894,78.75954183,7.277208588,29.67657408,20.33170859,10.81140098,3.965581766,78.78795324,44.33452526,12.22989922,34.20232905,4.634079679,14.70590945,1.681350977,34.77293436,63.49093326,4.622410029,254894.7902,261847.0895,139091.9684
2006,VIII,III,11.34,76.76,88.24,99.67,88.24,95.13,71.95,50.69,32.73,94.77,75.03,39.53,107.35,98.73,9.3,5.68,51.13,27.85,51.13,8.79,46.64,48.87,79.58,65.61705389,79.33407389,6.333532075,27.39992784,20.2508745,14.93424908,3.729261101,85.01745559,44.39883101,11.11573342,55.94128523,17.39292376,37.92223763,4.102433732,40.03735891,81.31333604,7.221678634,294110.4794,301984.9438,155659.0824
2009,VIII,III,8.35,80.39,92.42,99.8,92.42,97.24,71.39,48.45,39.3,89.31,73.94,53.67,100.47,103.63,9.67,4.68,44.02,28.4,51.45,10.96,45.81,48.55,78.48,61.46684863,78.90897421,6.306010635,26.15376703,20.43410002,14.56772465,3.633922532,89.11024647,53.32809888,14.7187972,68.11224843,25.46270666,45.87196261,4.583531516,43.28365331,88.20966079,8.313515115,368219.7026,388233.4961,211866.1722
1990,VIII,IV,15.05,70.93,63.97,92.62,68.43,76.18,68.96,49.07,11.65,92.94,68.85,16.52,101.75,99.89,8.9,6.83,56.08,22.12,50.56,4.99,48.04,49.44,81.33,,69.04321109,7.491639004,26.0695237,27.19188641,12.88588017,4.009271375,57.6904334,31.58027739,3.049804141,,,,,,,,118046.0673,119265.4163,52887.73424
1992,VIII,IV,15.67,63.62,67.61,92.29,67.95,78.81,69.47,47.91,17.6,93.28,64.22,23.56,106.81,91.75,8.84,6.4,54.95,22.43,53.68,5.92,50.51,46.32,82.19,61.37385908,70.65641789,7.309126124,26.49481297,24.01644043,13.71882196,3.655415325,56.96000983,50.51741165,9.03581568,,,,,,,,155614.3155,157292.296,77939.22284
1994,VIII,IV,8.76,81.64,78.36,95.97,79.15,86.31,68.59,48.73,26.38,92.15,72.18,35.69,103.65,88.26,9.33,4.83,48.4,23.96,53.97,5.09,51.22,46.03,83.24,77.23444737,78.15491396,6.568693363,26.07118846,21.71604786,13.93278855,3.571343223,50.07230924,47.40982191,4.629100971,,,,,,,,218966.3011,220635.079,107690.4542
1996,VIII,IV,9.03,78.07,78.21,91.85,78.21,86.81,74.33,54.59,20.58,92.59,80.44,28.51,101.77,101.13,9.66,5.5,44.13,25.45,52.22,2.84,50.74,47.78,82.47,68.37518727,70.84775252,6.512825,25.45417789,22.80227987,13.49091644,3.588537832,48.39495929,55.56457028,23.98410596,,,,1.159251473,,,4.80335409,283356.6483,287407.1633,139970.0162
1998,VIII,IV,6.61,86.39,86.31,98.19,86.31,91.88,73.49,55.36,22.63,88.33,73.15,34.9,99.79,117.16,10.27,4.19,46.36,25.66,54.81,8.12,50.36,45.19,82.82,66.02983785,75.41108484,6.39298542,24.80326165,24.40963516,12.77698393,3.662062837,53.70108978,60.13537803,9.669311517,,,,,,,,350073.3832,352561.2446,173853.8243
